ticker
AAPL34
ABCB4
ABEV3
AGRO3
ALLD3
ALOS3
ALPA4
ALUP11
ALZR11
AMZO34
ANIM3
ARML3
ASAI3
AURA33
AURE3
AZZA3
B3SA3
BBAS3
BBDC3
BBDC4
BBSE3
BEEF3
BHIA3
BLAU3
BMGB4
BMOB3
BOVA11
BPAC11
BRAP4
BRAV3
BRCO11
BRKM5
BRSR6
BTCI11
BTHF11
BTLG11
CAML3
CASH3
CBAV3
CEAB3
CMIG4
CMIN3
COGN3
CPFE3
CPLE3
CPTS11
CSAN3
CSED3
CSMG3
CSNA3
CURY3
CVCB3
CXSE3
CYRE3
DASA3
DIRR3
DXCO3
ECOR3
EGIE3
ENEV3
ENGI11
EQTL3
EVEN3
EZTC3
FESA4
FIQE3
FLRY3
FRAS3
GFSA3
GGBR4
GGRC11
GMAT3
GOAU4
GOGL34
GRND3
HAPV3
HASH11
HBOR3
HFOF11
HGBS11
HGCR11
HGLG11
HGRU11
HSML11
HYPE3
IGTI11
INTB3
IRBR3
ITSA4
ITUB4
IVVB11
JALL3
JHSF3
JSLG3
JSRE11
KEPL3
KLBN11
KNCR11
KNIP11
KNRI11
LEVE3
LIGT3
LOGG3
LREN3
LWSA3
MCCI11
MDIA3
MELI34
MGLU3
MILS3
MOVI3
MRVE3
MSFT34
MTRE3
MULT3
MXRF11
MYPK3
NASD11
NATU3
NEOE3
NFLX34
NVDC34
ODPV3
ONCO3
OPCT3
PCAR3
PETR3
PETR4
PFRM3
PINE4
PNVL3
POMO4
POSI3
PRIO3
PSSA3
PVBI11
QUAL3
RADL3
RAIL3
RAIZ4
RANI3
RAPT4
RBRR11
RDOR3
RECR11
RECV3
RENT3
ROMI3
ROXO34
RZTR11
SANB11
SAPR11
SAPR4
SBFG3
SBSP3
SEER3
SHUL4
SIMH3
SLCE3
SMAL11
SMFT3
SMTO3
SOJA3
SUZB3
TAEE11
TASA4
TEND3
TGAR11
TGMA3
TIMS3
TOTS3
TRXF11
TSLA34
TTEN3
TUPY3
UGPA3
UNIP6
USIM5
VALE3
VAMO3
VBBR3
VGHF11
VGIP11
VILG11
VISC11
VIVA3
VIVT3
VLID3
VULC3
WEGE3
WIZC3
XPLG11
XPML11
YDUQ3
